Device cuda
Split type sit
Training Size: 25789, NTA labels 25789, YTA labels 0
Validation Size: 8635, NTA labels 8635, YTA labels 0
Test Size: 8627, NTA labels 8627, YTA labels 0
Training with SBERT, model name is sbert
Tokenizing the dataset
Number of training steps 8060
Epoch 0 **** Loss 2.9318674933165312e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7360.34832400037, 'loss_mean': 9.403056537848897e-06}
Epoch 1 **** Loss 1.2161536687926855e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7187.157647975255, 'loss_mean': 2.772861080302391e-06}
Epoch 2 **** Loss 4.9723485062713735e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 6324.801968992688, 'loss_mean': 1.271723817808379e-06}
Epoch 3 **** Loss 3.0577841698686825e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7359.559630975127, 'loss_mean': 7.079188435454853e-07}
Epoch 4 **** Loss 1.5284582559615956e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7337.602028972469, 'loss_mean': 4.3906308633268054e-07}
Epoch 5 **** Loss 1.099042947316775e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7477.356177987531, 'loss_mean': 2.964986549613968e-07}
Epoch 6 **** Loss 1.0942377457467956e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7340.604160970543, 'loss_mean': 2.1320974497029965e-07}
Epoch 7 **** Loss 7.782546163070947e-07 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7330.453091009986, 'loss_mean': 1.6451591022814682e-07}
Epoch 8 **** Loss 8.137468512359192e-07 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7371.400224976242, 'loss_mean': 1.3713400903725415e-07}
Epoch 9 **** Loss 9.104572882279172e-07 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7400.357122009154, 'loss_mean': 1.2785224612343882e-07}
Evaluating
{'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 7380.716318031773, 'loss_mean': 9.403056537848897e-06}
