______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 3.56 | Accuracy: 0.45
[Training] Itteration/Batch:  25/2176: Loss: 2.01 | Accuracy: 0.40
[Training] Itteration/Batch:  50/2176: Loss: 1.84 | Accuracy: 0.52
[Training] Itteration/Batch:  75/2176: Loss: 1.82 | Accuracy: 0.73
[Training] Itteration/Batch: 100/2176: Loss: 1.82 | Accuracy: 0.79
[Training] Itteration/Batch: 125/2176: Loss: 1.54 | Accuracy: 0.82
[Training] Itteration/Batch: 150/2176: Loss: 3.79 | Accuracy: 0.72
[Training] Itteration/Batch: 175/2176: Loss: 1.52 | Accuracy: 0.78
[Training] Itteration/Batch: 200/2176: Loss: 3.86 | Accuracy: 0.82
[Training] Itteration/Batch: 225/2176: Loss: 1.60 | Accuracy: 0.86
[Training] Itteration/Batch: 250/2176: Loss: 1.44 | Accuracy: 0.89
[Training] Itteration/Batch: 275/2176: Loss: 4.69 | Accuracy: 0.92
[Training] Itteration/Batch: 300/2176: Loss: 1.49 | Accuracy: 0.93
[Training] Itteration/Batch: 325/2176: Loss: 1.38 | Accuracy: 0.92
[Training] Itteration/Batch: 350/2176: Loss: 1.31 | Accuracy: 0.96
[Training] Itteration/Batch: 375/2176: Loss: 1.23 | Accuracy: 0.94
[Training] Itteration/Batch: 400/2176: Loss: 1.42 | Accuracy: 0.97
[Training] Itteration/Batch: 425/2176: Loss: 1.30 | Accuracy: 0.98
[Training] Itteration/Batch: 450/2176: Loss: 4.98 | Accuracy: 0.93
[Training] Itteration/Batch: 475/2176: Loss: 1.89 | Accuracy: 0.98
[Training] Itteration/Batch: 500/2176: Loss: 1.95 | Accuracy: 0.95
[Training] Itteration/Batch: 525/2176: Loss: 1.42 | Accuracy: 0.97
[Training] Itteration/Batch: 550/2176: Loss: 1.09 | Accuracy: 1.00
[Training] Itteration/Batch: 575/2176: Loss: 1.22 | Accuracy: 0.98
[Training] Itteration/Batch: 600/2176: Loss: 5.51 | Accuracy: 0.95
[Training] Itteration/Batch: 625/2176: Loss: 1.19 | Accuracy: 1.00
[Training] Itteration/Batch: 650/2176: Loss: 3.61 | Accuracy: 0.94
[Training] Itteration/Batch: 675/2176: Loss: 1.10 | Accuracy: 1.00
[Training] Itteration/Batch: 700/2176: Loss: 1.24 | Accuracy: 1.00
[Training] Itteration/Batch: 725/2176: Loss: 5.18 | Accuracy: 0.91
[Training] Itteration/Batch: 750/2176: Loss: 4.70 | Accuracy: 0.95
[Training] Itteration/Batch: 775/2176: Loss: 2.28 | Accuracy: 0.96
[Training] Itteration/Batch: 800/2176: Loss: 5.88 | Accuracy: 0.90
[Training] Itteration/Batch: 825/2176: Loss: 1.02 | Accuracy: 0.98
[Training] Itteration/Batch: 850/2176: Loss: 1.06 | Accuracy: 1.00
[Training] Itteration/Batch: 875/2176: Loss: 0.97 | Accuracy: 0.98
[Training] Itteration/Batch: 900/2176: Loss: 2.99 | Accuracy: 0.96
[Training] Itteration/Batch: 925/2176: Loss: 4.74 | Accuracy: 0.93
[Training] Itteration/Batch: 950/2176: Loss: 3.98 | Accuracy: 0.95
[Training] Itteration/Batch: 975/2176: Loss: 1.20 | Accuracy: 0.98
[Training] Itteration/Batch: 1000/2176: Loss: 1.24 | Accuracy: 1.00
[Training] Itteration/Batch: 1025/2176: Loss: 0.97 | Accuracy: 1.00
[Training] Itteration/Batch: 1050/2176: Loss: 1.06 | Accuracy: 1.00
[Training] Itteration/Batch: 1075/2176: Loss: 1.97 | Accuracy: 0.98
[Training] Itteration/Batch: 1100/2176: Loss: 1.21 | Accuracy: 0.98
[Training] Itteration/Batch: 1125/2176: Loss: 1.30 | Accuracy: 0.98
[Training] Itteration/Batch: 1150/2176: Loss: 0.92 | Accuracy: 1.00
[Training] Itteration/Batch: 1175/2176: Loss: 1.10 | Accuracy: 1.00
[Training] Itteration/Batch: 1200/2176: Loss: 2.27 | Accuracy: 0.97
[Training] Itteration/Batch: 1225/2176: Loss: 1.01 | Accuracy: 1.00
[Training] Itteration/Batch: 1250/2176: Loss: 1.44 | Accuracy: 0.98
[Training] Itteration/Batch: 1275/2176: Loss: 0.99 | Accuracy: 1.00
[Training] Itteration/Batch: 1300/2176: Loss: 0.95 | Accuracy: 1.00
[Training] Itteration/Batch: 1325/2176: Loss: 1.09 | Accuracy: 1.00
[Training] Itteration/Batch: 1350/2176: Loss: 1.14 | Accuracy: 1.00
[Training] Itteration/Batch: 1375/2176: Loss: 0.91 | Accuracy: 1.00
[Training] Itteration/Batch: 1400/2176: Loss: 1.26 | Accuracy: 0.98
[Training] Itteration/Batch: 1425/2176: Loss: 1.05 | Accuracy: 1.00
[Training] Itteration/Batch: 1450/2176: Loss: 2.48 | Accuracy: 0.95
[Training] Itteration/Batch: 1475/2176: Loss: 2.91 | Accuracy: 0.98
[Training] Itteration/Batch: 1500/2176: Loss: 2.35 | Accuracy: 0.96
[Training] Itteration/Batch: 1525/2176: Loss: 1.80 | Accuracy: 0.98
[Training] Itteration/Batch: 1550/2176: Loss: 0.80 | Accuracy: 1.00
[Training] Itteration/Batch: 1575/2176: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 1600/2176: Loss: 0.79 | Accuracy: 1.00
[Training] Itteration/Batch: 1625/2176: Loss: 0.80 | Accuracy: 1.00
[Training] Itteration/Batch: 1650/2176: Loss: 0.94 | Accuracy: 1.00
[Training] Itteration/Batch: 1675/2176: Loss: 0.94 | Accuracy: 1.00
[Training] Itteration/Batch: 1700/2176: Loss: 0.90 | Accuracy: 1.00
[Training] Itteration/Batch: 1725/2176: Loss: 0.77 | Accuracy: 1.00
[Training] Itteration/Batch: 1750/2176: Loss: 0.83 | Accuracy: 1.00
[Training] Itteration/Batch: 1775/2176: Loss: 0.73 | Accuracy: 1.00
[Training] Itteration/Batch: 1800/2176: Loss: 0.78 | Accuracy: 1.00
[Training] Itteration/Batch: 1825/2176: Loss: 0.83 | Accuracy: 1.00
[Training] Itteration/Batch: 1850/2176: Loss: 1.70 | Accuracy: 0.99
[Training] Itteration/Batch: 1875/2176: Loss: 3.25 | Accuracy: 0.98
[Training] Itteration/Batch: 1900/2176: Loss: 2.23 | Accuracy: 0.95
[Training] Itteration/Batch: 1925/2176: Loss: 3.12 | Accuracy: 0.98
[Training] Itteration/Batch: 1950/2176: Loss: 0.76 | Accuracy: 1.00
[Training] Itteration/Batch: 1975/2176: Loss: 0.71 | Accuracy: 1.00
[Training] Itteration/Batch: 2000/2176: Loss: 2.82 | Accuracy: 0.96
[Training] Itteration/Batch: 2025/2176: Loss: 1.74 | Accuracy: 0.86
[Training] Itteration/Batch: 2050/2176: Loss: 0.99 | Accuracy: 0.94
[Training] Itteration/Batch: 2075/2176: Loss: 1.68 | Accuracy: 0.96
[Training] Itteration/Batch: 2100/2176: Loss: 0.70 | Accuracy: 1.00
[Training] Itteration/Batch: 2125/2176: Loss: 1.80 | Accuracy: 0.91
[Training] Itteration/Batch: 2150/2176: Loss: 0.76 | Accuracy: 1.00
[Training] Itteration/Batch: 2175/2176: Loss: 0.63 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.42105263471603394 | Val Macro F1 Majority 0.7039818708553589 |             Val Bin F1 Individual 0.36988234519958496 | Val Macro F1 Individual 0.6767458598583938 |             Val Accuracy Majority 0.9744009375572205 | Val Accuracy Individual 0.9680498242378235 | Training Loss:1.8977136611938477 |             Val Loss 1.2644429206848145 | Train Runtime Millis 262996.2355290045 | Val Runtime Millis 50593.613560995436

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 1.67 | Accuracy: 0.96
[Training] Itteration/Batch:  25/2176: Loss: 1.10 | Accuracy: 0.93
[Training] Itteration/Batch:  50/2176: Loss: 0.65 | Accuracy: 1.00
[Training] Itteration/Batch:  75/2176: Loss: 0.64 | Accuracy: 1.00
[Training] Itteration/Batch: 100/2176: Loss: 0.69 | Accuracy: 1.00
[Training] Itteration/Batch: 125/2176: Loss: 1.31 | Accuracy: 0.87
[Training] Itteration/Batch: 150/2176: Loss: 0.74 | Accuracy: 0.95
[Training] Itteration/Batch: 175/2176: Loss: 0.54 | Accuracy: 1.00
[Training] Itteration/Batch: 200/2176: Loss: 0.89 | Accuracy: 0.94
[Training] Itteration/Batch: 225/2176: Loss: 0.67 | Accuracy: 1.00
[Training] Itteration/Batch: 250/2176: Loss: 4.67 | Accuracy: 0.94
[Training] Itteration/Batch: 275/2176: Loss: 0.62 | Accuracy: 1.00
[Training] Itteration/Batch: 300/2176: Loss: 3.20 | Accuracy: 0.98
[Training] Itteration/Batch: 325/2176: Loss: 0.71 | Accuracy: 1.00
[Training] Itteration/Batch: 350/2176: Loss: 0.57 | Accuracy: 1.00
[Training] Itteration/Batch: 375/2176: Loss: 0.59 | Accuracy: 1.00
[Training] Itteration/Batch: 400/2176: Loss: 2.81 | Accuracy: 0.87
[Training] Itteration/Batch: 425/2176: Loss: 1.58 | Accuracy: 0.93
[Training] Itteration/Batch: 450/2176: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 475/2176: Loss: 4.01 | Accuracy: 0.94
[Training] Itteration/Batch: 500/2176: Loss: 1.57 | Accuracy: 0.96
[Training] Itteration/Batch: 525/2176: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 550/2176: Loss: 1.48 | Accuracy: 0.88
[Training] Itteration/Batch: 575/2176: Loss: 1.65 | Accuracy: 0.96
[Training] Itteration/Batch: 600/2176: Loss: 0.61 | Accuracy: 1.00
[Training] Itteration/Batch: 625/2176: Loss: 0.54 | Accuracy: 1.00
[Training] Itteration/Batch: 650/2176: Loss: 0.48 | Accuracy: 1.00
[Training] Itteration/Batch: 675/2176: Loss: 0.55 | Accuracy: 1.00
[Training] Itteration/Batch: 700/2176: Loss: 0.52 | Accuracy: 1.00
[Training] Itteration/Batch: 725/2176: Loss: 0.57 | Accuracy: 1.00
[Training] Itteration/Batch: 750/2176: Loss: 1.88 | Accuracy: 0.93
[Training] Itteration/Batch: 775/2176: Loss: 3.34 | Accuracy: 0.93
[Training] Itteration/Batch: 800/2176: Loss: 1.62 | Accuracy: 1.00
[Training] Itteration/Batch: 825/2176: Loss: 3.27 | Accuracy: 0.93
[Training] Itteration/Batch: 850/2176: Loss: 1.23 | Accuracy: 0.95
[Training] Itteration/Batch: 875/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 900/2176: Loss: 1.50 | Accuracy: 1.00
[Training] Itteration/Batch: 925/2176: Loss: 0.49 | Accuracy: 1.00
[Training] Itteration/Batch: 950/2176: Loss: 0.54 | Accuracy: 1.00
[Training] Itteration/Batch: 975/2176: Loss: 0.46 | Accuracy: 1.00
[Training] Itteration/Batch: 1000/2176: Loss: 1.79 | Accuracy: 0.98
[Training] Itteration/Batch: 1025/2176: Loss: 2.74 | Accuracy: 0.92
[Training] Itteration/Batch: 1050/2176: Loss: 1.38 | Accuracy: 0.95
[Training] Itteration/Batch: 1075/2176: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 1100/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 1125/2176: Loss: 0.83 | Accuracy: 0.89
[Training] Itteration/Batch: 1150/2176: Loss: 2.48 | Accuracy: 0.93
[Training] Itteration/Batch: 1175/2176: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch: 1200/2176: Loss: 0.94 | Accuracy: 0.92
[Training] Itteration/Batch: 1225/2176: Loss: 0.93 | Accuracy: 0.92
[Training] Itteration/Batch: 1250/2176: Loss: 0.58 | Accuracy: 1.00
[Training] Itteration/Batch: 1275/2176: Loss: 1.33 | Accuracy: 0.98
[Training] Itteration/Batch: 1300/2176: Loss: 1.07 | Accuracy: 0.98
[Training] Itteration/Batch: 1325/2176: Loss: 0.52 | Accuracy: 1.00
[Training] Itteration/Batch: 1350/2176: Loss: 0.49 | Accuracy: 1.00
[Training] Itteration/Batch: 1375/2176: Loss: 0.48 | Accuracy: 1.00
[Training] Itteration/Batch: 1400/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 1425/2176: Loss: 1.35 | Accuracy: 0.96
[Training] Itteration/Batch: 1450/2176: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 1475/2176: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 1500/2176: Loss: 0.59 | Accuracy: 1.00
[Training] Itteration/Batch: 1525/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 1550/2176: Loss: 1.20 | Accuracy: 0.98
[Training] Itteration/Batch: 1575/2176: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 1600/2176: Loss: 0.39 | Accuracy: 1.00
[Training] Itteration/Batch: 1625/2176: Loss: 0.43 | Accuracy: 1.00
[Training] Itteration/Batch: 1650/2176: Loss: 0.44 | Accuracy: 1.00
[Training] Itteration/Batch: 1675/2176: Loss: 0.91 | Accuracy: 0.98
[Training] Itteration/Batch: 1700/2176: Loss: 0.39 | Accuracy: 1.00
[Training] Itteration/Batch: 1725/2176: Loss: 0.38 | Accuracy: 1.00
[Training] Itteration/Batch: 1750/2176: Loss: 2.94 | Accuracy: 0.96
[Training] Itteration/Batch: 1775/2176: Loss: 4.49 | Accuracy: 0.97
[Training] Itteration/Batch: 1800/2176: Loss: 0.59 | Accuracy: 0.96
[Training] Itteration/Batch: 1825/2176: Loss: 0.38 | Accuracy: 1.00
[Training] Itteration/Batch: 1850/2176: Loss: 2.31 | Accuracy: 0.98
[Training] Itteration/Batch: 1875/2176: Loss: 0.37 | Accuracy: 1.00
[Training] Itteration/Batch: 1900/2176: Loss: 0.47 | Accuracy: 1.00
[Training] Itteration/Batch: 1925/2176: Loss: 0.60 | Accuracy: 0.94
[Training] Itteration/Batch: 1950/2176: Loss: 1.43 | Accuracy: 0.98
[Training] Itteration/Batch: 1975/2176: Loss: 0.38 | Accuracy: 1.00
[Training] Itteration/Batch: 2000/2176: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch: 2025/2176: Loss: 0.37 | Accuracy: 1.00
[Training] Itteration/Batch: 2050/2176: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 2075/2176: Loss: 0.77 | Accuracy: 0.98
[Training] Itteration/Batch: 2100/2176: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 2125/2176: Loss: 0.30 | Accuracy: 1.00
[Training] Itteration/Batch: 2150/2176: Loss: 0.79 | Accuracy: 0.96
[Training] Itteration/Batch: 2175/2176: Loss: 0.99 | Accuracy: 0.84

Epoch 2: Val Bin. F1 Majority 0.40740740299224854 | Val Macro F1 Majority 0.6966440496267535 |             Val Bin F1 Individual 0.3665015697479248 | Val Macro F1 Individual 0.6746291474318744 |             Val Accuracy Majority 0.9724185466766357 | Val Accuracy Individual 0.9664272665977478 | Training Loss:1.1097638607025146 |             Val Loss 0.980880618095398 | Train Runtime Millis 263833.6219269986 | Val Runtime Millis 50310.44591599493

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 0.41 | Accuracy: 1.00
