Device cuda
Split type sit
Training Size: 10702, NTA labels 10702, YTA labels 0
Validation Size: 3557, NTA labels 3557, YTA labels 0
Test Size: 3575, NTA labels 3575, YTA labels 0
Training with SBERT, model name is sbert
Tokenizing the dataset
Number of training steps 3350
Epoch 0 **** Loss 6.927123467903584e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4557.2058749985445, 'loss_mean': 2.6515930585446768e-05}
Epoch 1 **** Loss 3.382886643521488e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4554.56746299933, 'loss_mean': 9.32797138375463e-06}
Epoch 2 **** Loss 1.856755443441216e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4552.80140800096, 'loss_mean': 4.940354301652405e-06}
Epoch 3 **** Loss 9.849674825090915e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 3890.4878580015065, 'loss_mean': 3.1475549349124776e-06}
Epoch 4 **** Loss 6.649020633631153e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4243.677596999987, 'loss_mean': 2.2423935206461465e-06}
Epoch 5 **** Loss 6.044348992872983e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4196.935224999834, 'loss_mean': 1.7278902078032843e-06}
Epoch 6 **** Loss 4.124971837882185e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 3529.614245999255, 'loss_mean': 1.4209081200533547e-06}
Epoch 7 **** Loss 3.202407015123754e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4537.370140000348, 'loss_mean': 1.2252143051227904e-06}
Epoch 8 **** Loss 5.629423867503647e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4602.507449000768, 'loss_mean': 1.1140888318550424e-06}
Epoch 9 **** Loss 4.003406502306461e-06 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4565.339078000761, 'loss_mean': 1.0771747156468336e-06}
Evaluating
{'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 4567.069401999106, 'loss_mean': 2.6515930585446768e-05}
