______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/2162: Loss: 1.31 | Accuracy: 0.41
[Training] Itteration/Batch:  25/2162: Loss: 3.67 | Accuracy: 0.51
[Training] Itteration/Batch:  50/2162: Loss: 2.21 | Accuracy: 0.53
[Training] Itteration/Batch:  75/2162: Loss: 2.23 | Accuracy: 0.55
[Training] Itteration/Batch: 100/2162: Loss: 2.35 | Accuracy: 0.70
[Training] Itteration/Batch: 125/2162: Loss: 2.36 | Accuracy: 0.66
[Training] Itteration/Batch: 150/2162: Loss: 2.01 | Accuracy: 0.80
[Training] Itteration/Batch: 175/2162: Loss: 1.24 | Accuracy: 0.96
[Training] Itteration/Batch: 200/2162: Loss: 1.77 | Accuracy: 0.85
[Training] Itteration/Batch: 225/2162: Loss: 1.76 | Accuracy: 0.89
[Training] Itteration/Batch: 250/2162: Loss: 2.29 | Accuracy: 0.88
[Training] Itteration/Batch: 275/2162: Loss: 1.13 | Accuracy: 0.96
[Training] Itteration/Batch: 300/2162: Loss: 1.59 | Accuracy: 0.96
[Training] Itteration/Batch: 325/2162: Loss: 1.23 | Accuracy: 0.93
[Training] Itteration/Batch: 350/2162: Loss: 1.03 | Accuracy: 0.90
[Training] Itteration/Batch: 375/2162: Loss: 1.03 | Accuracy: 0.95
[Training] Itteration/Batch: 400/2162: Loss: 1.36 | Accuracy: 0.95
[Training] Itteration/Batch: 425/2162: Loss: 2.70 | Accuracy: 0.94
[Training] Itteration/Batch: 450/2162: Loss: 1.05 | Accuracy: 1.00
[Training] Itteration/Batch: 475/2162: Loss: 0.90 | Accuracy: 1.00
[Training] Itteration/Batch: 500/2162: Loss: 2.42 | Accuracy: 0.96
[Training] Itteration/Batch: 525/2162: Loss: 2.28 | Accuracy: 0.93
[Training] Itteration/Batch: 550/2162: Loss: 3.36 | Accuracy: 0.96
[Training] Itteration/Batch: 575/2162: Loss: 0.84 | Accuracy: 1.00
[Training] Itteration/Batch: 600/2162: Loss: 0.92 | Accuracy: 1.00
[Training] Itteration/Batch: 625/2162: Loss: 3.26 | Accuracy: 0.98
[Training] Itteration/Batch: 650/2162: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 675/2162: Loss: 0.88 | Accuracy: 1.00
[Training] Itteration/Batch: 700/2162: Loss: 1.90 | Accuracy: 0.96
[Training] Itteration/Batch: 725/2162: Loss: 4.59 | Accuracy: 0.88
[Training] Itteration/Batch: 750/2162: Loss: 1.33 | Accuracy: 0.98
[Training] Itteration/Batch: 775/2162: Loss: 0.90 | Accuracy: 1.00
[Training] Itteration/Batch: 800/2162: Loss: 2.33 | Accuracy: 0.93
[Training] Itteration/Batch: 825/2162: Loss: 1.62 | Accuracy: 0.98
[Training] Itteration/Batch: 850/2162: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 875/2162: Loss: 1.83 | Accuracy: 0.95
[Training] Itteration/Batch: 900/2162: Loss: 0.78 | Accuracy: 1.00
[Training] Itteration/Batch: 925/2162: Loss: 0.83 | Accuracy: 1.00
[Training] Itteration/Batch: 950/2162: Loss: 1.41 | Accuracy: 0.98
[Training] Itteration/Batch: 975/2162: Loss: 1.04 | Accuracy: 0.98
[Training] Itteration/Batch: 1000/2162: Loss: 3.63 | Accuracy: 0.91
[Training] Itteration/Batch: 1025/2162: Loss: 2.25 | Accuracy: 0.94
[Training] Itteration/Batch: 1050/2162: Loss: 1.39 | Accuracy: 0.98
[Training] Itteration/Batch: 1075/2162: Loss: 0.74 | Accuracy: 1.00
[Training] Itteration/Batch: 1100/2162: Loss: 0.65 | Accuracy: 1.00
[Training] Itteration/Batch: 1125/2162: Loss: 0.64 | Accuracy: 1.00
[Training] Itteration/Batch: 1150/2162: Loss: 2.52 | Accuracy: 0.96
[Training] Itteration/Batch: 1175/2162: Loss: 1.18 | Accuracy: 0.98
[Training] Itteration/Batch: 1200/2162: Loss: 3.00 | Accuracy: 0.91
[Training] Itteration/Batch: 1225/2162: Loss: 0.79 | Accuracy: 1.00
[Training] Itteration/Batch: 1250/2162: Loss: 1.67 | Accuracy: 0.98
[Training] Itteration/Batch: 1275/2162: Loss: 0.74 | Accuracy: 1.00
[Training] Itteration/Batch: 1300/2162: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 1325/2162: Loss: 1.52 | Accuracy: 0.98
[Training] Itteration/Batch: 1350/2162: Loss: 0.69 | Accuracy: 1.00
[Training] Itteration/Batch: 1375/2162: Loss: 0.67 | Accuracy: 1.00
[Training] Itteration/Batch: 1400/2162: Loss: 0.83 | Accuracy: 1.00
[Training] Itteration/Batch: 1425/2162: Loss: 0.61 | Accuracy: 1.00
[Training] Itteration/Batch: 1450/2162: Loss: 1.45 | Accuracy: 0.95
[Training] Itteration/Batch: 1475/2162: Loss: 1.11 | Accuracy: 0.98
[Training] Itteration/Batch: 1500/2162: Loss: 2.76 | Accuracy: 0.98
