Device cuda
Split type sit
Training Size: 2016, NTA labels 2016, YTA labels 0
Validation Size: 672, NTA labels 672, YTA labels 0
Test Size: 672, NTA labels 672, YTA labels 0
Training with SBERT, model name is sbert
Tokenizing the dataset
Number of training steps 630
Epoch 0 **** Loss 0.0002073405048577115 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1165.5330889999505, 'loss_mean': 9.651009895605966e-05}
Epoch 1 **** Loss 0.00011515679943840951 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1731.790421000028, 'loss_mean': 5.595243419520557e-05}
Epoch 2 **** Loss 7.909546548034996e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1162.4213449999843, 'loss_mean': 3.840938734356314e-05}
Epoch 3 **** Loss 8.619629079475999e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 419.99456700000337, 'loss_mean': 2.8636728529818356e-05}
Epoch 4 **** Loss 5.4480617109220475e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1649.5840409999687, 'loss_mean': 2.2783680833526887e-05}
Epoch 5 **** Loss 4.077439371030778e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1607.0903120000253, 'loss_mean': 1.9054694348596968e-05}
Epoch 6 **** Loss 4.0589686250314116e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2430.6910910000283, 'loss_mean': 1.6636753571219742e-05}
Epoch 7 **** Loss 4.487609476200305e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2475.3229479999845, 'loss_mean': 1.5085359336808324e-05}
Epoch 8 **** Loss 4.2989890062017366e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1758.9732239999876, 'loss_mean': 1.4234858099371195e-05}
Epoch 9 **** Loss 5.1051771151833236e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1956.2924770000336, 'loss_mean': 1.395310118823545e-05}
Evaluating
{'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2260.6820429999743, 'loss_mean': 9.651009895605966e-05}
