______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 2.24 | Accuracy: 0.47
[Training] Itteration/Batch:  25/2176: Loss: 1.94 | Accuracy: 0.58
[Training] Itteration/Batch:  50/2176: Loss: 4.00 | Accuracy: 0.62
[Training] Itteration/Batch:  75/2176: Loss: 2.01 | Accuracy: 0.55
[Training] Itteration/Batch: 100/2176: Loss: 1.90 | Accuracy: 0.68
[Training] Itteration/Batch: 125/2176: Loss: 1.94 | Accuracy: 0.82
[Training] Itteration/Batch: 150/2176: Loss: 2.02 | Accuracy: 0.67
[Training] Itteration/Batch: 175/2176: Loss: 3.01 | Accuracy: 0.75
[Training] Itteration/Batch: 200/2176: Loss: 2.02 | Accuracy: 0.77
[Training] Itteration/Batch: 225/2176: Loss: 3.13 | Accuracy: 0.88
[Training] Itteration/Batch: 250/2176: Loss: 1.80 | Accuracy: 0.88
[Training] Itteration/Batch: 275/2176: Loss: 2.30 | Accuracy: 0.84
[Training] Itteration/Batch: 300/2176: Loss: 1.49 | Accuracy: 0.91
[Training] Itteration/Batch: 325/2176: Loss: 2.94 | Accuracy: 0.84
[Training] Itteration/Batch: 350/2176: Loss: 2.04 | Accuracy: 0.95
[Training] Itteration/Batch: 375/2176: Loss: 4.70 | Accuracy: 0.87
[Training] Itteration/Batch: 400/2176: Loss: 1.47 | Accuracy: 1.00
[Training] Itteration/Batch: 425/2176: Loss: 2.02 | Accuracy: 0.96
[Training] Itteration/Batch: 450/2176: Loss: 1.53 | Accuracy: 0.93
[Training] Itteration/Batch: 475/2176: Loss: 1.65 | Accuracy: 0.98
[Training] Itteration/Batch: 500/2176: Loss: 1.77 | Accuracy: 0.95
[Training] Itteration/Batch: 525/2176: Loss: 3.68 | Accuracy: 0.92
[Training] Itteration/Batch: 550/2176: Loss: 2.86 | Accuracy: 0.91
[Training] Itteration/Batch: 575/2176: Loss: 1.33 | Accuracy: 1.00
[Training] Itteration/Batch: 600/2176: Loss: 3.01 | Accuracy: 0.93
[Training] Itteration/Batch: 625/2176: Loss: 2.62 | Accuracy: 0.96
[Training] Itteration/Batch: 650/2176: Loss: 1.55 | Accuracy: 0.98
[Training] Itteration/Batch: 675/2176: Loss: 1.19 | Accuracy: 1.00
[Training] Itteration/Batch: 700/2176: Loss: 1.10 | Accuracy: 1.00
[Training] Itteration/Batch: 725/2176: Loss: 1.52 | Accuracy: 0.95
[Training] Itteration/Batch: 750/2176: Loss: 1.93 | Accuracy: 0.97
[Training] Itteration/Batch: 775/2176: Loss: 2.92 | Accuracy: 0.97
[Training] Itteration/Batch: 800/2176: Loss: 0.92 | Accuracy: 1.00
[Training] Itteration/Batch: 825/2176: Loss: 1.72 | Accuracy: 0.88
[Training] Itteration/Batch: 850/2176: Loss: 1.68 | Accuracy: 0.93
[Training] Itteration/Batch: 875/2176: Loss: 1.49 | Accuracy: 0.84
[Training] Itteration/Batch: 900/2176: Loss: 1.09 | Accuracy: 1.00
[Training] Itteration/Batch: 925/2176: Loss: 1.51 | Accuracy: 0.89
[Training] Itteration/Batch: 950/2176: Loss: 2.49 | Accuracy: 0.97
[Training] Itteration/Batch: 975/2176: Loss: 1.61 | Accuracy: 0.94
[Training] Itteration/Batch: 1000/2176: Loss: 1.17 | Accuracy: 0.96
[Training] Itteration/Batch: 1025/2176: Loss: 3.01 | Accuracy: 0.90
[Training] Itteration/Batch: 1050/2176: Loss: 1.88 | Accuracy: 0.97
[Training] Itteration/Batch: 1075/2176: Loss: 1.66 | Accuracy: 0.96
[Training] Itteration/Batch: 1100/2176: Loss: 1.56 | Accuracy: 0.97
[Training] Itteration/Batch: 1125/2176: Loss: 3.04 | Accuracy: 0.98
[Training] Itteration/Batch: 1150/2176: Loss: 1.98 | Accuracy: 0.97
[Training] Itteration/Batch: 1175/2176: Loss: 1.33 | Accuracy: 0.98
[Training] Itteration/Batch: 1200/2176: Loss: 2.21 | Accuracy: 0.95
[Training] Itteration/Batch: 1225/2176: Loss: 1.17 | Accuracy: 0.98
[Training] Itteration/Batch: 1250/2176: Loss: 1.86 | Accuracy: 0.92
[Training] Itteration/Batch: 1275/2176: Loss: 1.24 | Accuracy: 0.98
[Training] Itteration/Batch: 1300/2176: Loss: 1.13 | Accuracy: 0.90
[Training] Itteration/Batch: 1325/2176: Loss: 0.76 | Accuracy: 1.00
[Training] Itteration/Batch: 1350/2176: Loss: 1.90 | Accuracy: 0.95
[Training] Itteration/Batch: 1375/2176: Loss: 0.78 | Accuracy: 1.00
[Training] Itteration/Batch: 1400/2176: Loss: 0.83 | Accuracy: 0.95
[Training] Itteration/Batch: 1425/2176: Loss: 2.17 | Accuracy: 0.89
[Training] Itteration/Batch: 1450/2176: Loss: 3.02 | Accuracy: 0.95
[Training] Itteration/Batch: 1475/2176: Loss: 1.55 | Accuracy: 0.97
[Training] Itteration/Batch: 1500/2176: Loss: 0.72 | Accuracy: 1.00
[Training] Itteration/Batch: 1525/2176: Loss: 1.80 | Accuracy: 0.98
[Training] Itteration/Batch: 1550/2176: Loss: 0.95 | Accuracy: 0.93
[Training] Itteration/Batch: 1575/2176: Loss: 2.06 | Accuracy: 0.90
[Training] Itteration/Batch: 1600/2176: Loss: 1.88 | Accuracy: 0.85
[Training] Itteration/Batch: 1625/2176: Loss: 1.77 | Accuracy: 0.86
[Training] Itteration/Batch: 1650/2176: Loss: 0.71 | Accuracy: 0.94
[Training] Itteration/Batch: 1675/2176: Loss: 1.15 | Accuracy: 0.94
[Training] Itteration/Batch: 1700/2176: Loss: 0.70 | Accuracy: 1.00
[Training] Itteration/Batch: 1725/2176: Loss: 1.33 | Accuracy: 0.98
[Training] Itteration/Batch: 1750/2176: Loss: 0.77 | Accuracy: 0.98
[Training] Itteration/Batch: 1775/2176: Loss: 0.50 | Accuracy: 1.00
[Training] Itteration/Batch: 1800/2176: Loss: 1.30 | Accuracy: 0.89
[Training] Itteration/Batch: 1825/2176: Loss: 1.81 | Accuracy: 0.74
[Training] Itteration/Batch: 1850/2176: Loss: 1.34 | Accuracy: 0.98
[Training] Itteration/Batch: 1875/2176: Loss: 0.57 | Accuracy: 1.00
[Training] Itteration/Batch: 1900/2176: Loss: 1.45 | Accuracy: 0.98
[Training] Itteration/Batch: 1925/2176: Loss: 2.02 | Accuracy: 0.95
[Training] Itteration/Batch: 1950/2176: Loss: 1.20 | Accuracy: 0.97
[Training] Itteration/Batch: 1975/2176: Loss: 1.98 | Accuracy: 0.97
[Training] Itteration/Batch: 2000/2176: Loss: 3.59 | Accuracy: 0.95
[Training] Itteration/Batch: 2025/2176: Loss: 1.28 | Accuracy: 0.96
[Training] Itteration/Batch: 2050/2176: Loss: 1.80 | Accuracy: 0.88
[Training] Itteration/Batch: 2075/2176: Loss: 0.73 | Accuracy: 1.00
[Training] Itteration/Batch: 2100/2176: Loss: 1.35 | Accuracy: 0.93
[Training] Itteration/Batch: 2125/2176: Loss: 0.65 | Accuracy: 1.00
[Training] Itteration/Batch: 2150/2176: Loss: 2.71 | Accuracy: 0.91
[Training] Itteration/Batch: 2175/2176: Loss: 2.94 | Accuracy: 0.62

Epoch 1: Val Bin. F1 Majority 0.33388981223106384 | Val Macro F1 Majority 0.6488134894763107 |             Val Bin F1 Individual 0.34211575984954834 | Val Macro F1 Individual 0.6503512450396989 |             Val Accuracy Majority 0.9312187433242798 | Val Accuracy Individual 0.922078549861908 | Training Loss:1.8084375858306885 |             Val Loss 1.300032138824463 | Train Runtime Millis 289953.8942629879 | Val Runtime Millis 58687.44898699515

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 0.73 | Accuracy: 1.00
[Training] Itteration/Batch:  25/2176: Loss: 1.64 | Accuracy: 0.87
[Training] Itteration/Batch:  50/2176: Loss: 0.78 | Accuracy: 0.98
[Training] Itteration/Batch:  75/2176: Loss: 1.73 | Accuracy: 0.85
[Training] Itteration/Batch: 100/2176: Loss: 0.66 | Accuracy: 0.95
[Training] Itteration/Batch: 125/2176: Loss: 2.88 | Accuracy: 0.95
[Training] Itteration/Batch: 150/2176: Loss: 1.12 | Accuracy: 0.90
[Training] Itteration/Batch: 175/2176: Loss: 0.81 | Accuracy: 0.97
[Training] Itteration/Batch: 200/2176: Loss: 1.11 | Accuracy: 0.96
[Training] Itteration/Batch: 225/2176: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch: 250/2176: Loss: 0.96 | Accuracy: 0.91
[Training] Itteration/Batch: 275/2176: Loss: 0.79 | Accuracy: 0.93
[Training] Itteration/Batch: 300/2176: Loss: 0.96 | Accuracy: 0.98
[Training] Itteration/Batch: 325/2176: Loss: 1.24 | Accuracy: 0.91
[Training] Itteration/Batch: 350/2176: Loss: 0.63 | Accuracy: 1.00
[Training] Itteration/Batch: 375/2176: Loss: 3.34 | Accuracy: 0.85
[Training] Itteration/Batch: 400/2176: Loss: 1.46 | Accuracy: 0.96
[Training] Itteration/Batch: 425/2176: Loss: 1.42 | Accuracy: 0.97
[Training] Itteration/Batch: 450/2176: Loss: 1.33 | Accuracy: 0.93
[Training] Itteration/Batch: 475/2176: Loss: 0.73 | Accuracy: 0.95
[Training] Itteration/Batch: 500/2176: Loss: 0.88 | Accuracy: 1.00
[Training] Itteration/Batch: 525/2176: Loss: 0.76 | Accuracy: 0.93
[Training] Itteration/Batch: 550/2176: Loss: 0.46 | Accuracy: 1.00
