Device cuda
Split type sit
Training Size: 3360, NTA labels 3360, YTA labels 0
Validation Size: 1120, NTA labels 1120, YTA labels 0
Test Size: 1120, NTA labels 1120, YTA labels 0
Training with SBERT, model name is sbert
Tokenizing the dataset
Number of training steps 1050
Epoch 0 **** Loss 8.524971053702757e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2459.242623001046, 'loss_mean': 4.0015962440520525e-05}
Epoch 1 **** Loss 7.154341437853873e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1498.8755189988296, 'loss_mean': 2.1852678401046433e-05}
Epoch 2 **** Loss 3.279982411186211e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2454.0239030029625, 'loss_mean': 1.419437558070058e-05}
Epoch 3 **** Loss 2.3186879843706265e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2461.0047830028634, 'loss_mean': 1.025362598738866e-05}
Epoch 4 **** Loss 2.813107130350545e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1796.6320660016208, 'loss_mean': 8.041534783842508e-06}
Epoch 5 **** Loss 1.9909148250008002e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2458.9177000016207, 'loss_mean': 6.639992989221355e-06}
Epoch 6 **** Loss 1.47718074003933e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2465.8244170022954, 'loss_mean': 5.762706678069662e-06}
Epoch 7 **** Loss 1.71499777934514e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1609.0110520017333, 'loss_mean': 5.220405000727624e-06}
Epoch 8 **** Loss 1.901196810649708e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2496.3161339983344, 'loss_mean': 4.909539711661637e-06}
Epoch 9 **** Loss 1.328447433479596e-05 **** Metrics validation: {'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 2457.5439340005687, 'loss_mean': 4.807439836440608e-06}
Evaluating
{'accuracy': 1.0, 'f1_weighted': 1.0, 'macro': 1.0, 'micro': 1.0, 'binary': 0.0, 'accuracy_majority': 1.0, 'macro_majority': 1.0, 'binary_majority': 0.0, 'run_time_millis': 1795.7074049991206, 'loss_mean': 4.0015962440520525e-05}
